year,month,sex,age_group,deaths,expected,excess,pct_change,age_band
2019,May,Both Sexes,65 to 69,2894,3033,-139,-4.6,Older Adults
2019,May,Both Sexes,70 to 74,4458,4617,-159,-3.4,Older Adults
2019,May,Both Sexes,75 to 79,5440,5707,-267,-4.7,Seniors
2019,May,Both Sexes,80 to 84,7219,7422,-203,-2.7,Seniors
2019,May,Both Sexes,85 to 89,8065,8402,-337,-4,Elderly
2019,May,Both Sexes,90 and over,9336,9955,-619,-6.2,Elderly
2019,May,Male,All ages,22089,23071,-982,-4.3,All Ages
2019,May,Male,0 to 29,399,390,9,2.4,Infants & Toddlers
2019,May,Male,30 to 44,588,566,22,3.9,Young Adults
2019,May,Male,45 to 49,443,422,21,4.9,Middle Aged
2019,May,Male,50 to 54,680,660,20,3.1,Middle Aged
2019,May,Male,55 to 59,919,963,-44,-4.6,Middle Aged
2019,May,Male,60 to 64,1179,1312,-133,-10.1,Middle Aged
2019,May,Male,65 to 69,1742,1795,-53,-3,Older Adults
2019,May,Male,70 to 74,2528,2669,-141,-5.3,Older Adults
2019,May,Male,75 to 79,2994,3176,-182,-5.7,Seniors
2019,May,Male,80 to 84,3719,3844,-125,-3.3,Seniors
2019,May,Male,85 to 89,3718,3854,-136,-3.5,Elderly
2019,May,Male,90 and over,3180,3420,-240,-7,Elderly
2019,May,Female,All ages,22300,23236,-936,-4,All Ages
2019,May,Female,0 to 29,222,234,-12,-5.1,Infants & Toddlers
2019,May,Female,30 to 44,377,381,-4,-1,Young Adults
2019,May,Female,45 to 49,250,281,-31,-11.1,Middle Aged
2019,May,Female,50 to 54,431,441,-10,-2.2,Middle Aged
2019,May,Female,55 to 59,613,642,-29,-4.5,Middle Aged
2019,May,Female,60 to 64,876,879,-3,-0.4,Middle Aged
2019,May,Female,65 to 69,1152,1238,-86,-6.9,Older Adults
2019,May,Female,70 to 74,1930,1948,-18,-0.9,Older Adults
2019,May,Female,75 to 79,2446,2531,-85,-3.4,Seniors
2019,May,Female,80 to 84,3500,3577,-77,-2.2,Seniors
2019,May,Female,85 to 89,4347,4548,-201,-4.4,Elderly
2019,May,Female,90 and over,6156,6536,-380,-5.8,Elderly
2019,June,Both Sexes,All ages,38603,40554,-1951,-4.8,All Ages
2019,June,Both Sexes,0 to 29,548,576,-28,-4.8,Infants & Toddlers
2019,June,Both Sexes,30 to 44,860,842,18,2.1,Young Adults
2019,June,Both Sexes,45 to 49,626,624,2,0.3,Middle Aged
2019,June,Both Sexes,50 to 54,935,977,-42,-4.3,Middle Aged
2019,June,Both Sexes,55 to 59,1368,1427,-59,-4.2,Middle Aged
2019,June,Both Sexes,60 to 64,1814,1948,-134,-6.9,Middle Aged
2019,June,Both Sexes,65 to 69,2593,2692,-99,-3.7,Older Adults
2019,June,Both Sexes,70 to 74,4043,4031,12,0.3,Older Adults
2019,June,Both Sexes,75 to 79,4695,5088,-393,-7.7,Seniors
2019,June,Both Sexes,80 to 84,6243,6453,-210,-3.3,Seniors
2019,June,Both Sexes,85 to 89,6905,7265,-360,-5,Elderly
2019,June,Both Sexes,90 and over,7973,8631,-658,-7.6,Elderly
2019,June,Male,All ages,19766,20251,-485,-2.4,All Ages
2019,June,Male,0 to 29,348,360,-12,-3.3,Infants & Toddlers
2019,June,Male,30 to 44,563,503,60,11.8,Young Adults
2019,June,Male,45 to 49,406,375,31,8.4,Middle Aged
2019,June,Male,50 to 54,567,586,-19,-3.2,Middle Aged
2019,June,Male,55 to 59,840,857,-17,-2,Middle Aged
2019,June,Male,60 to 64,1072,1167,-95,-8.1,Middle Aged
2019,June,Male,65 to 69,1525,1594,-69,-4.3,Older Adults
2019,June,Male,70 to 74,2387,2330,57,2.4,Older Adults
2019,June,Male,75 to 79,2737,2833,-96,-3.4,Seniors
2019,June,Male,80 to 84,3327,3344,-17,-0.5,Seniors
2019,June,Male,85 to 89,3272,3336,-64,-1.9,Elderly
2019,June,Male,90 and over,2722,2967,-245,-8.3,Elderly
2019,June,Female,All ages,18837,20303,-1466,-7.2,All Ages
2019,June,Female,0 to 29,200,216,-16,-7.5,Infants & Toddlers
2019,June,Female,30 to 44,297,339,-42,-12.3,Young Adults
2019,June,Female,45 to 49,220,249,-29,-11.8,Middle Aged
2019,June,Female,50 to 54,368,391,-23,-6,Middle Aged
2019,June,Female,55 to 59,528,571,-43,-7.5,Middle Aged
2019,June,Female,60 to 64,742,781,-39,-5,Middle Aged
2019,June,Female,65 to 69,1068,1098,-30,-2.7,Older Adults
2019,June,Female,70 to 74,1656,1700,-44,-2.6,Older Adults
2019,June,Female,75 to 79,1958,2255,-297,-13.2,Seniors
2019,June,Female,80 to 84,2916,3109,-193,-6.2,Seniors
2019,June,Female,85 to 89,3633,3929,-296,-7.5,Elderly
2019,June,Female,90 and over,5251,5664,-413,-7.3,Elderly
2019,July,Both Sexes,All ages,42308,45085,-2777,-6.2,All Ages
2019,July,Both Sexes,0 to 29,618,641,-23,-3.6,Infants & Toddlers
2019,July,Both Sexes,30 to 44,918,942,-24,-2.6,Young Adults
2019,July,Both Sexes,45 to 49,700,695,5,0.7,Middle Aged
2019,July,Both Sexes,50 to 54,1034,1091,-57,-5.2,Middle Aged
2019,July,Both Sexes,55 to 59,1539,1597,-58,-3.6,Middle Aged
2019,July,Both Sexes,60 to 64,1948,2175,-227,-10.5,Middle Aged
2019,July,Both Sexes,65 to 69,2831,3002,-171,-5.7,Older Adults
2019,July,Both Sexes,70 to 74,4378,4564,-186,-4.1,Older Adults
2019,July,Both Sexes,75 to 79,5254,5606,-352,-6.3,Seniors
2019,July,Both Sexes,80 to 84,6880,7159,-279,-3.9,Seniors
2019,July,Both Sexes,85 to 89,7595,8055,-460,-5.7,Elderly
2019,July,Both Sexes,90 and over,8613,9556,-943,-9.9,Elderly
2019,July,Male,All ages,21306,22536,-1230,-5.5,All Ages
2019,July,Male,0 to 29,407,401,6,1.5,Infants & Toddlers
2019,July,Male,30 to 44,572,563,9,1.6,Young Adults
2019,July,Male,45 to 49,408,417,-9,-2.3,Middle Aged
2019,July,Male,50 to 54,632,654,-22,-3.4,Middle Aged
2019,July,Male,55 to 59,915,958,-43,-4.5,Middle Aged
2019,July,Male,60 to 64,1173,1303,-130,-10,Middle Aged
2019,July,Male,65 to 69,1702,1778,-76,-4.3,Older Adults
2019,July,Male,70 to 74,2500,2638,-138,-5.2,Older Adults
2019,July,Male,75 to 79,2892,3124,-232,-7.4,Seniors
2019,July,Male,80 to 84,3603,3709,-106,-2.9,Seniors
2019,July,Male,85 to 89,3487,3701,-214,-5.8,Elderly
2019,July,Male,90 and over,3015,3288,-273,-8.3,Elderly
2019,July,Female,All ages,21002,22549,-1547,-6.9,All Ages
2019,July,Female,0 to 29,211,240,-29,-12.2,Infants & Toddlers
2019,July,Female,30 to 44,346,379,-33,-8.7,Young Adults
2019,July,Female,45 to 49,292,278,14,5.1,Middle Aged
2019,July,Female,50 to 54,402,437,-35,-7.9,Middle Aged
2019,July,Female,55 to 59,624,638,-14,-2.2,Middle Aged
2019,July,Female,60 to 64,775,872,-97,-11.2,Middle Aged
2019,July,Female,65 to 69,1129,1224,-95,-7.8,Older Adults
2019,July,Female,70 to 74,1878,1926,-48,-2.5,Older Adults
2019,July,Female,75 to 79,2362,2482,-120,-4.8,Seniors
2019,July,Female,80 to 84,3277,3450,-173,-5,Seniors
2019,July,Female,85 to 89,4108,4354,-246,-5.6,Elderly
2019,July,Female,90 and over,5598,6268,-670,-10.7,Elderly
2019,August,Both Sexes,All ages,38843,41032,-2189,-5.3,All Ages
2019,August,Both Sexes,0 to 29,564,560,4,0.8,Infants & Toddlers
2019,August,Both Sexes,30 to 44,814,858,-44,-5.2,Young Adults
2019,August,Both Sexes,45 to 49,620,632,-12,-1.9,Middle Aged
2019,August,Both Sexes,50 to 54,1049,992,57,5.7,Middle Aged
2019,August,Both Sexes,55 to 59,1409,1454,-45,-3.1,Middle Aged
2019,August,Both Sexes,60 to 64,1826,1983,-157,-7.9,Middle Aged
2019,August,Both Sexes,65 to 69,2643,2731,-88,-3.2,Older Adults
2019,August,Both Sexes,70 to 74,4123,4128,-5,-0.1,Older Adults
2019,August,Both Sexes,75 to 79,4720,5145,-425,-8.3,Seniors
2019,August,Both Sexes,80 to 84,6173,6534,-361,-5.5,Seniors
2019,August,Both Sexes,85 to 89,6761,7354,-593,-8.1,Elderly
2019,August,Both Sexes,90 and over,8141,8662,-521,-6,Elderly
2019,August,Male,All ages,19742,20517,-775,-3.8,All Ages
2019,August,Male,0 to 29,349,350,-1,-0.3,Infants & Toddlers
2019,August,Male,30 to 44,521,513,8,1.6,Young Adults
2019,August,Male,45 to 49,373,380,-7,-1.7,Middle Aged
2019,August,Male,50 to 54,646,595,51,8.6,Middle Aged
2019,August,Male,55 to 59,827,873,-46,-5.2,Middle Aged
2019,August,Male,60 to 64,1127,1188,-61,-5.1,Middle Aged
2019,August,Male,65 to 69,1594,1618,-24,-1.5,Older Adults
2019,August,Male,70 to 74,2403,2384,19,0.8,Older Adults
2019,August,Male,75 to 79,2649,2867,-218,-7.6,Seniors
2019,August,Male,80 to 84,3242,3386,-144,-4.2,Seniors
2019,August,Male,85 to 89,3129,3381,-252,-7.4,Elderly
2019,August,Male,90 and over,2882,2983,-101,-3.4,Elderly
2019,August,Female,All ages,19101,20515,-1414,-6.9,All Ages
2019,August,Female,0 to 29,215,209,6,2.7,Infants & Toddlers
2019,August,Female,30 to 44,293,345,-52,-15.2,Young Adults
2019,August,Female,45 to 49,247,252,-5,-2.2,Middle Aged
2019,August,Female,50 to 54,403,397,6,1.5,Middle Aged
2019,August,Female,55 to 59,582,581,1,0.2,Middle Aged
2019,August,Female,60 to 64,699,795,-96,-12.1,Middle Aged
2019,August,Female,65 to 69,1049,1114,-65,-5.8,Older Adults
2019,August,Female,70 to 74,1720,1744,-24,-1.4,Older Adults
2019,August,Female,75 to 79,2071,2277,-206,-9.1,Seniors
2019,August,Female,80 to 84,2931,3148,-217,-6.9,Seniors
2019,August,Female,85 to 89,3632,3973,-341,-8.6,Elderly
2019,August,Female,90 and over,5259,5679,-420,-7.4,Elderly
2019,September,Both Sexes,All ages,40011,41811,-1800,-4.3,All Ages
2019,September,Both Sexes,0 to 29,594,574,20,3.4,Infants & Toddlers
2019,September,Both Sexes,30 to 44,849,871,-22,-2.5,Young Adults
2019,September,Both Sexes,45 to 49,634,640,-6,-0.9,Middle Aged
2019,September,Both Sexes,50 to 54,1047,1004,43,4.3,Middle Aged
2019,September,Both Sexes,55 to 59,1420,1473,-53,-3.6,Middle Aged
2019,September,Both Sexes,60 to 64,1869,2010,-141,-7,Middle Aged
2019,September,Both Sexes,65 to 69,2574,2761,-187,-6.8,Older Adults
2019,September,Both Sexes,70 to 74,4162,4196,-34,-0.8,Older Adults
2019,September,Both Sexes,75 to 79,4900,5216,-316,-6.1,Seniors
2019,September,Both Sexes,80 to 84,6501,6633,-132,-2,Seniors
2019,September,Both Sexes,85 to 89,7136,7559,-423,-5.6,Elderly
2019,September,Both Sexes,90 and over,8325,8875,-550,-6.2,Elderly
2019,September,Male,All ages,20179,20893,-714,-3.4,All Ages
2019,September,Male,0 to 29,359,359,0,-0.1,Infants & Toddlers
2019,September,Male,30 to 44,519,520,-1,-0.3,Young Adults
2019,September,Male,45 to 49,393,384,9,2.3,Middle Aged
2019,September,Male,50 to 54,633,602,31,5.1,Middle Aged
2019,September,Male,55 to 59,857,884,-27,-3,Middle Aged
2019,September,Male,60 to 64,1105,1204,-99,-8.2,Middle Aged
2019,September,Male,65 to 69,1518,1636,-118,-7.2,Older Adults
2019,September,Male,70 to 74,2403,2422,-19,-0.8,Older Adults
2019,September,Male,75 to 79,2696,2906,-210,-7.2,Seniors
2019,September,Male,80 to 84,3401,3436,-35,-1,Seniors
2019,September,Male,85 to 89,3302,3478,-176,-5.1,Elderly
2019,September,Male,90 and over,2993,3060,-67,-2.2,Elderly
2019,September,Female,All ages,19832,20919,-1087,-5.2,All Ages
2019,September,Female,0 to 29,235,215,20,9.4,Infants & Toddlers
2019,September,Female,30 to 44,330,350,-20,-5.8,Young Adults
2019,September,Female,45 to 49,241,255,-14,-5.7,Middle Aged
2019,September,Female,50 to 54,414,402,12,3,Middle Aged
2019,September,Female,55 to 59,563,589,-26,-4.4,Middle Aged
2019,September,Female,60 to 64,764,805,-41,-5.1,Middle Aged
2019,September,Female,65 to 69,1056,1126,-70,-6.2,Older Adults
2019,September,Female,70 to 74,1759,1774,-15,-0.8,Older Adults
2019,September,Female,75 to 79,2204,2310,-106,-4.6,Seniors
2019,September,Female,80 to 84,3100,3196,-96,-3,Seniors
2019,September,Female,85 to 89,3834,4081,-247,-6.1,Elderly
2019,September,Female,90 and over,5332,5815,-483,-8.3,Elderly
2019,October,Both Sexes,All ages,46238,47240,-1002,-2.1,All Ages
2019,October,Both Sexes,0 to 29,704,661,43,6.6,Infants & Toddlers
2019,October,Both Sexes,30 to 44,982,962,20,2.1,Young Adults
2019,October,Both Sexes,45 to 49,667,705,-38,-5.4,Middle Aged
2019,October,Both Sexes,50 to 54,1151,1109,42,3.8,Middle Aged
2019,October,Both Sexes,55 to 59,1529,1629,-100,-6.1,Middle Aged
2019,October,Both Sexes,60 to 64,2051,2221,-170,-7.6,Middle Aged
2019,October,Both Sexes,65 to 69,2925,3047,-122,-4,Older Adults
2019,October,Both Sexes,70 to 74,4617,4679,-62,-1.3,Older Adults
2019,October,Both Sexes,75 to 79,5778,5874,-96,-1.6,Seniors
2019,October,Both Sexes,80 to 84,7432,7555,-123,-1.6,Seniors
2019,October,Both Sexes,85 to 89,8301,8617,-316,-3.7,Elderly
2019,October,Both Sexes,90 and over,10101,10184,-83,-0.8,Elderly
2019,October,Male,All ages,23070,23557,-487,-2.1,All Ages
2019,October,Male,0 to 29,453,414,39,9.5,Infants & Toddlers
2019,October,Male,30 to 44,623,575,48,8.4,Young Adults
2019,October,Male,45 to 49,402,423,-21,-5,Middle Aged
2019,October,Male,50 to 54,681,665,16,2.4,Middle Aged
2019,October,Male,55 to 59,867,977,-110,-11.3,Middle Aged
2019,October,Male,60 to 64,1210,1331,-121,-9.1,Middle Aged
2019,October,Male,65 to 69,1731,1805,-74,-4.1,Older Adults
2019,October,Male,70 to 74,2690,2701,-11,-0.4,Older Adults
2019,October,Male,75 to 79,3214,3273,-59,-1.8,Seniors
2019,October,Male,80 to 84,3851,3913,-62,-1.6,Seniors
2019,October,Male,85 to 89,3823,3967,-144,-3.6,Elderly
2019,October,Male,90 and over,3525,3514,11,0.3,Elderly
2019,October,Female,All ages,23168,23683,-515,-2.2,All Ages
2019,October,Female,0 to 29,251,247,4,1.7,Infants & Toddlers
2019,October,Female,30 to 44,359,387,-28,-7.3,Young Adults
2019,October,Female,45 to 49,265,282,-17,-5.9,Middle Aged
2019,October,Female,50 to 54,470,444,26,5.9,Middle Aged
2019,October,Female,55 to 59,662,651,11,1.7,Middle Aged
2019,October,Female,60 to 64,841,890,-49,-5.5,Middle Aged
2019,October,Female,65 to 69,1194,1242,-48,-3.9,Older Adults
2019,October,Female,70 to 74,1927,1978,-51,-2.6,Older Adults
2019,October,Female,75 to 79,2564,2601,-37,-1.4,Seniors
2019,October,Female,80 to 84,3581,3641,-60,-1.7,Seniors
2019,October,Female,85 to 89,4478,4650,-172,-3.7,Elderly
2019,October,Female,90 and over,6576,6670,-94,-1.4,Elderly
2019,November,Both Sexes,All ages,45219,44980,239,0.5,All Ages
2019,November,Both Sexes,0 to 29,614,598,16,2.7,Infants & Toddlers
2019,November,Both Sexes,30 to 44,912,912,0,-0.1,Young Adults
2019,November,Both Sexes,45 to 49,684,667,17,2.5,Middle Aged
2019,November,Both Sexes,50 to 54,1055,1050,5,0.4,Middle Aged
2019,November,Both Sexes,55 to 59,1423,1547,-124,-8,Middle Aged
2019,November,Both Sexes,60 to 64,2034,2107,-73,-3.5,Middle Aged
2019,November,Both Sexes,65 to 69,2788,2887,-99,-3.4,Older Adults
2019,November,Both Sexes,70 to 74,4386,4400,-14,-0.3,Older Adults
2019,November,Both Sexes,75 to 79,5549,5594,-45,-0.8,Seniors
2019,November,Both Sexes,80 to 84,7404,7177,227,3.2,Seniors
2019,November,Both Sexes,85 to 89,8275,8161,114,1.4,Elderly
2019,November,Both Sexes,90 and over,10095,9880,215,2.2,Elderly
2019,November,Male,All ages,22589,22393,196,0.9,All Ages
2019,November,Male,0 to 29,382,374,8,2.2,Infants & Toddlers
2019,November,Male,30 to 44,562,545,17,3.2,Young Adults
2019,November,Male,45 to 49,395,400,-5,-1.4,Middle Aged
2019,November,Male,50 to 54,628,630,-2,-0.3,Middle Aged
2019,November,Male,55 to 59,855,928,-73,-7.9,Middle Aged
2019,November,Male,60 to 64,1200,1262,-62,-4.9,Middle Aged
2019,November,Male,65 to 69,1666,1710,-44,-2.6,Older Adults
2019,November,Male,70 to 74,2545,2539,6,0.2,Older Adults
2019,November,Male,75 to 79,3121,3116,5,0.1,Seniors
2019,November,Male,80 to 84,3896,3717,179,4.8,Seniors
2019,November,Male,85 to 89,3843,3761,82,2.2,Elderly
2019,November,Male,90 and over,3496,3411,85,2.5,Elderly
2019,November,Female,All ages,22630,22587,43,0.2,All Ages
2019,November,Female,0 to 29,232,224,8,3.7,Infants & Toddlers
2019,November,Female,30 to 44,350,368,-18,-4.8,Young Adults
2019,November,Female,45 to 49,289,267,22,8.4,Middle Aged
2019,November,Female,50 to 54,427,421,6,1.5,Middle Aged
2019,November,Female,55 to 59,568,619,-51,-8.2,Middle Aged
2019,November,Female,60 to 64,834,845,-11,-1.3,Middle Aged
2019,November,Female,65 to 69,1122,1177,-55,-4.7,Older Adults
2019,November,Female,70 to 74,1841,1861,-20,-1.1,Older Adults
2019,November,Female,75 to 79,2428,2477,-49,-2,Seniors
2019,November,Female,80 to 84,3508,3459,49,1.4,Seniors
2019,November,Female,85 to 89,4432,4400,32,0.7,Elderly
2019,November,Female,90 and over,6599,6470,129,2,Elderly
2019,December,Both Sexes,All ages,47460,47846,-386,-0.8,All Ages
2019,December,Both Sexes,0 to 29,621,585,36,6.1,Infants & Toddlers
2019,December,Both Sexes,30 to 44,921,924,-3,-0.3,Young Adults
2019,December,Both Sexes,45 to 49,663,674,-11,-1.6,Middle Aged
2019,December,Both Sexes,50 to 54,1042,1062,-20,-1.9,Middle Aged
2019,December,Both Sexes,55 to 59,1545,1566,-21,-1.4,Middle Aged
2019,December,Both Sexes,60 to 64,2022,2136,-114,-5.4,Middle Aged
2019,December,Both Sexes,65 to 69,2893,2920,-27,-0.9,Older Adults
2019,December,Both Sexes,70 to 74,4582,4610,-28,-0.6,Older Adults
2019,December,Both Sexes,75 to 79,5886,5906,-20,-0.3,Seniors
2019,December,Both Sexes,80 to 84,7731,7666,65,0.8,Seniors
2019,December,Both Sexes,85 to 89,8837,8872,-35,-0.4,Elderly
2019,December,Both Sexes,90 and over,10717,10925,-208,-1.9,Elderly
2019,December,Male,All ages,23138,23687,-549,-2.3,All Ages
2019,December,Male,0 to 29,378,366,12,3.2,Infants & Toddlers
2019,December,Male,30 to 44,555,551,4,0.7,Young Adults
2019,December,Male,45 to 49,387,405,-18,-4.3,Middle Aged
2019,December,Male,50 to 54,594,636,-42,-6.7,Middle Aged
2019,December,Male,55 to 59,903,939,-36,-3.9,Middle Aged
2019,December,Male,60 to 64,1161,1280,-119,-9.3,Middle Aged
2019,December,Male,65 to 69,1709,1729,-20,-1.2,Older Adults
2019,December,Male,70 to 74,2605,2661,-56,-2.1,Older Adults
2019,December,Male,75 to 79,3189,3290,-101,-3.1,Seniors
2019,December,Male,80 to 84,3942,3971,-29,-0.7,Seniors
2019,December,Male,85 to 89,4078,4089,-11,-0.3,Elderly
2019,December,Male,90 and over,3637,3770,-133,-3.5,Elderly
2019,December,Female,All ages,24322,24159,163,0.7,All Ages
2019,December,Female,0 to 29,243,219,24,11,Infants & Toddlers
2019,December,Female,30 to 44,366,372,-6,-1.7,Young Adults
2019,December,Female,45 to 49,276,269,7,2.5,Middle Aged
2019,December,Female,50 to 54,448,425,23,5.3,Middle Aged
2019,December,Female,55 to 59,642,627,15,2.4,Middle Aged
2019,December,Female,60 to 64,861,857,4,0.5,Middle Aged
2019,December,Female,65 to 69,1184,1191,-7,-0.6,Older Adults
2019,December,Female,70 to 74,1977,1949,28,1.4,Older Adults
2019,December,Female,75 to 79,2697,2616,81,3.1,Seniors
2019,December,Female,80 to 84,3789,3695,94,2.6,Seniors
2019,December,Female,85 to 89,4759,4782,-23,-0.5,Elderly
2019,December,Female,90 and over,7080,7155,-75,-1.1,Elderly
2018,All months,Both Sexes,All ages,541589,541190,399,0.1,All Ages
2018,All months,Both Sexes,0 to 29,7543,7388,155,2.1,Infants & Toddlers
2018,All months,Both Sexes,30 to 44,11161,10893,268,2.5,Young Adults
2018,All months,Both Sexes,45 to 49,8705,8225,480,5.8,Middle Aged
2018,All months,Both Sexes,50 to 54,12964,12732,232,1.8,Middle Aged
2018,All months,Both Sexes,55 to 59,18180,18310,-130,-0.7,Middle Aged
2018,All months,Both Sexes,60 to 64,24305,25031,-726,-2.9,Middle Aged
2018,All months,Both Sexes,65 to 69,35848,35552,296,0.8,Older Adults
2018,All months,Both Sexes,70 to 74,54180,53767,413,0.8,Older Adults
2018,All months,Both Sexes,75 to 79,65236,66083,-847,-1.3,Seniors
2018,All months,Both Sexes,80 to 84,86686,87116,-430,-0.5,Seniors
2018,All months,Both Sexes,85 to 89,99610,99118,492,0.5,Elderly
2018,All months,Both Sexes,90 and over,117171,116974,197,0.2,Elderly
2018,All months,Male,All ages,267960,268374,-414,-0.2,All Ages
2018,All months,Male,0 to 29,4770,4603,167,3.6,Infants & Toddlers
2018,All months,Male,30 to 44,7103,6520,583,8.9,Young Adults
2018,All months,Male,45 to 49,5251,4933,318,6.4,Middle Aged
2018,All months,Male,50 to 54,7870,7630,240,3.2,Middle Aged
2018,All months,Male,55 to 59,10755,10993,-238,-2.2,Middle Aged
2018,All months,Male,60 to 64,14355,14968,-613,-4.1,Middle Aged
2018,All months,Male,65 to 69,21232,21035,197,0.9,Older Adults
2018,All months,Male,70 to 74,31296,31150,146,0.5,Older Adults
2018,All months,Male,75 to 79,36041,36726,-685,-1.9,Seniors
2018,All months,Male,80 to 84,44735,44965,-230,-0.5,Seniors
2018,All months,Male,85 to 89,45290,45109,181,0.4,Elderly
2018,All months,Male,90 and over,39262,39742,-480,-1.2,Elderly
2018,All months,Female,All ages,273629,272816,813,0.3,All Ages
2018,All months,Female,0 to 29,2773,2784,-11,-0.4,Infants & Toddlers
2018,All months,Female,30 to 44,4058,4373,-315,-7.2,Young Adults
2018,All months,Female,45 to 49,3454,3292,162,4.9,Middle Aged
2018,All months,Female,50 to 54,5094,5102,-8,-0.2,Middle Aged
2018,All months,Female,55 to 59,7425,7317,108,1.5,Middle Aged
2018,All months,Female,60 to 64,9950,10064,-114,-1.1,Middle Aged
2018,All months,Female,65 to 69,14616,14517,99,0.7,Older Adults
2018,All months,Female,70 to 74,22884,22617,267,1.2,Older Adults
2018,All months,Female,75 to 79,29195,29357,-162,-0.6,Seniors
2018,All months,Female,80 to 84,41951,42151,-200,-0.5,Seniors
2018,All months,Female,85 to 89,54320,54010,310,0.6,Elderly
2018,All months,Female,90 and over,77909,77232,677,0.9,Elderly
