year,month,sex,age_group,deaths,expected,excess,pct_change,age_band
2021,January,Both Sexes,75 to 79,9124,6615,2509,37.9,Seniors
2021,January,Both Sexes,80 to 84,12130,8294,3836,46.3,Seniors
2021,January,Both Sexes,85 to 89,13537,9902,3635,36.7,Elderly
2021,January,Both Sexes,90 and over,16511,12269,4242,34.6,Elderly
2021,January,Male,All ages,37198,26109,11089,42.5,All Ages
2021,January,Male,0 to 29,346,367,-21,-5.8,Infants & Toddlers
2021,January,Male,30 to 44,732,592,140,23.6,Young Adults
2021,January,Male,45 to 49,592,423,169,40,Middle Aged
2021,January,Male,50 to 54,1044,680,364,53.4,Middle Aged
2021,January,Male,55 to 59,1425,1017,408,40.1,Middle Aged
2021,January,Male,60 to 64,2135,1396,739,53,Middle Aged
2021,January,Male,65 to 69,2769,1849,920,49.8,Older Adults
2021,January,Male,70 to 74,4188,2918,1270,43.5,Older Adults
2021,January,Male,75 to 79,5167,3685,1482,40.2,Seniors
2021,January,Male,80 to 84,6355,4302,2053,47.7,Seniors
2021,January,Male,85 to 89,6412,4599,1813,39.4,Elderly
2021,January,Male,90 and over,6033,4280,1753,41,Elderly
2021,January,Female,All ages,36104,26601,9503,35.7,All Ages
2021,January,Female,0 to 29,236,217,19,8.7,Infants & Toddlers
2021,January,Female,30 to 44,464,403,61,15.2,Young Adults
2021,January,Female,45 to 49,383,281,102,36.3,Middle Aged
2021,January,Female,50 to 54,643,454,189,41.5,Middle Aged
2021,January,Female,55 to 59,912,681,231,34,Middle Aged
2021,January,Female,60 to 64,1328,932,396,42.4,Middle Aged
2021,January,Female,65 to 69,1791,1269,522,41.1,Older Adults
2021,January,Female,70 to 74,3012,2148,864,40.2,Older Adults
2021,January,Female,75 to 79,3957,2930,1027,35.1,Seniors
2021,January,Female,80 to 84,5775,3992,1783,44.7,Seniors
2021,January,Female,85 to 89,7125,5303,1822,34.3,Elderly
2021,January,Female,90 and over,10478,7989,2489,31.2,Elderly
2021,February,Both Sexes,All ages,58756,46296,12460,26.9,All Ages
2021,February,Both Sexes,0 to 29,588,561,27,4.8,Infants & Toddlers
2021,February,Both Sexes,30 to 44,1126,913,213,23.4,Young Adults
2021,February,Both Sexes,45 to 49,898,644,254,39.5,Middle Aged
2021,February,Both Sexes,50 to 54,1414,1039,375,36.1,Middle Aged
2021,February,Both Sexes,55 to 59,2135,1555,580,37.3,Middle Aged
2021,February,Both Sexes,60 to 64,2940,2134,806,37.8,Middle Aged
2021,February,Both Sexes,65 to 69,3759,2855,904,31.7,Older Adults
2021,February,Both Sexes,70 to 74,5826,4492,1334,29.7,Older Adults
2021,February,Both Sexes,75 to 79,7409,5765,1644,28.5,Seniors
2021,February,Both Sexes,80 to 84,9284,7187,2097,29.2,Seniors
2021,February,Both Sexes,85 to 89,10561,8554,2007,23.5,Elderly
2021,February,Both Sexes,90 and over,12816,10597,2219,20.9,Elderly
2021,February,Male,All ages,29830,23013,6817,29.6,All Ages
2021,February,Male,0 to 29,371,353,18,5,Infants & Toddlers
2021,February,Male,30 to 44,694,543,151,27.8,Young Adults
2021,February,Male,45 to 49,521,387,134,34.7,Middle Aged
2021,February,Male,50 to 54,885,623,262,42,Middle Aged
2021,February,Male,55 to 59,1293,932,361,38.8,Middle Aged
2021,February,Male,60 to 64,1829,1279,550,43,Middle Aged
2021,February,Male,65 to 69,2254,1693,561,33.2,Older Adults
2021,February,Male,70 to 74,3410,2587,823,31.8,Older Adults
2021,February,Male,75 to 79,4208,3211,997,31,Seniors
2021,February,Male,80 to 84,4922,3728,1194,32,Seniors
2021,February,Male,85 to 89,4946,3977,969,24.4,Elderly
2021,February,Male,90 and over,4497,3701,796,21.5,Elderly
2021,February,Female,All ages,28926,23282,5644,24.2,All Ages
2021,February,Female,0 to 29,217,208,9,4.4,Infants & Toddlers
2021,February,Female,30 to 44,432,370,62,16.9,Young Adults
2021,February,Female,45 to 49,377,257,120,46.6,Middle Aged
2021,February,Female,50 to 54,529,416,113,27.1,Middle Aged
2021,February,Female,55 to 59,842,624,218,35,Middle Aged
2021,February,Female,60 to 64,1111,855,256,30,Middle Aged
2021,February,Female,65 to 69,1505,1162,343,29.5,Older Adults
2021,February,Female,70 to 74,2416,1905,511,26.8,Older Adults
2021,February,Female,75 to 79,3201,2554,647,25.3,Seniors
2021,February,Female,80 to 84,4362,3459,903,26.1,Seniors
2021,February,Female,85 to 89,5615,4577,1038,22.7,Elderly
2021,February,Female,90 and over,8319,6896,1423,20.6,Elderly
2021,March,Both Sexes,All ages,48615,50787,-2172,-4.3,All Ages
2021,March,Both Sexes,0 to 29,666,633,33,5.3,Infants & Toddlers
2021,March,Both Sexes,30 to 44,1169,1011,158,15.6,Young Adults
2021,March,Both Sexes,45 to 49,826,711,115,16.2,Middle Aged
2021,March,Both Sexes,50 to 54,1358,1150,208,18.1,Middle Aged
2021,March,Both Sexes,55 to 59,1927,1724,203,11.8,Middle Aged
2021,March,Both Sexes,60 to 64,2526,2365,161,6.8,Middle Aged
2021,March,Both Sexes,65 to 69,3255,3161,94,3,Older Adults
2021,March,Both Sexes,70 to 74,4991,4982,9,0.2,Older Adults
2021,March,Both Sexes,75 to 79,6102,6496,-394,-6.1,Seniors
2021,March,Both Sexes,80 to 84,7516,7993,-477,-6,Seniors
2021,March,Both Sexes,85 to 89,8358,9250,-892,-9.6,Elderly
2021,March,Both Sexes,90 and over,9921,11311,-1390,-12.3,Elderly
2021,March,Male,All ages,24748,25348,-600,-2.4,All Ages
2021,March,Male,0 to 29,402,398,4,0.9,Infants & Toddlers
2021,March,Male,30 to 44,761,602,159,26.5,Young Adults
2021,March,Male,45 to 49,516,427,89,20.8,Middle Aged
2021,March,Male,50 to 54,855,690,165,24,Middle Aged
2021,March,Male,55 to 59,1155,1033,122,11.8,Middle Aged
2021,March,Male,60 to 64,1542,1418,124,8.7,Middle Aged
2021,March,Male,65 to 69,1915,1875,40,2.1,Older Adults
2021,March,Male,70 to 74,2933,2871,62,2.1,Older Adults
2021,March,Male,75 to 79,3416,3620,-204,-5.6,Seniors
2021,March,Male,80 to 84,3881,4149,-268,-6.5,Seniors
2021,March,Male,85 to 89,3880,4307,-427,-9.9,Elderly
2021,March,Male,90 and over,3492,3959,-467,-11.8,Elderly
2021,March,Female,All ages,23867,25438,-1571,-6.2,All Ages
2021,March,Female,0 to 29,264,234,30,12.6,Infants & Toddlers
2021,March,Female,30 to 44,408,409,-1,-0.4,Young Adults
2021,March,Female,45 to 49,310,284,26,9.3,Middle Aged
2021,March,Female,50 to 54,503,460,43,9.3,Middle Aged
2021,March,Female,55 to 59,772,691,81,11.7,Middle Aged
2021,March,Female,60 to 64,984,947,37,3.9,Middle Aged
2021,March,Female,65 to 69,1340,1286,54,4.2,Older Adults
2021,March,Female,70 to 74,2058,2111,-53,-2.5,Older Adults
2021,March,Female,75 to 79,2686,2876,-190,-6.6,Seniors
2021,March,Female,80 to 84,3635,3845,-210,-5.5,Seniors
2021,March,Female,85 to 89,4478,4943,-465,-9.4,Elderly
2021,March,Female,90 and over,6429,7352,-923,-12.6,Elderly
2021,April,Both Sexes,All ages,41508,46758,-5250,-11.2,All Ages
2021,April,Both Sexes,0 to 29,528,628,-100,-16,Infants & Toddlers
2021,April,Both Sexes,30 to 44,1025,958,67,7,Young Adults
2021,April,Both Sexes,45 to 49,667,672,-5,-0.7,Middle Aged
2021,April,Both Sexes,50 to 54,1069,1088,-19,-1.8,Middle Aged
2021,April,Both Sexes,55 to 59,1634,1632,2,0.1,Middle Aged
2021,April,Both Sexes,60 to 64,2181,2240,-59,-2.6,Middle Aged
2021,April,Both Sexes,65 to 69,2726,2992,-266,-8.9,Older Adults
2021,April,Both Sexes,70 to 74,4277,4642,-365,-7.9,Older Adults
2021,April,Both Sexes,75 to 79,5290,5991,-701,-11.7,Seniors
2021,April,Both Sexes,80 to 84,6494,7267,-773,-10.6,Seniors
2021,April,Both Sexes,85 to 89,7149,8543,-1394,-16.3,Elderly
2021,April,Both Sexes,90 and over,8468,10103,-1635,-16.2,Elderly
2021,April,Male,All ages,21011,23424,-2413,-10.3,All Ages
2021,April,Male,0 to 29,329,396,-67,-16.8,Infants & Toddlers
2021,April,Male,30 to 44,614,570,44,7.7,Young Adults
2021,April,Male,45 to 49,414,404,10,2.6,Middle Aged
2021,April,Male,50 to 54,679,653,26,4,Middle Aged
2021,April,Male,55 to 59,1007,978,29,3,Middle Aged
2021,April,Male,60 to 64,1311,1343,-32,-2.4,Middle Aged
2021,April,Male,65 to 69,1617,1775,-158,-8.9,Older Adults
2021,April,Male,70 to 74,2439,2675,-236,-8.8,Older Adults
2021,April,Male,75 to 79,2944,3339,-395,-11.8,Seniors
2021,April,Male,80 to 84,3400,3773,-373,-9.9,Seniors
2021,April,Male,85 to 89,3267,3981,-714,-17.9,Elderly
2021,April,Male,90 and over,2990,3539,-549,-15.5,Elderly
2021,April,Female,All ages,20497,23334,-2837,-12.2,All Ages
2021,April,Female,0 to 29,199,233,-34,-14.6,Infants & Toddlers
2021,April,Female,30 to 44,411,388,23,5.9,Young Adults
2021,April,Female,45 to 49,253,268,-15,-5.7,Middle Aged
2021,April,Female,50 to 54,390,436,-46,-10.5,Middle Aged
2021,April,Female,55 to 59,627,654,-27,-4.2,Middle Aged
2021,April,Female,60 to 64,870,897,-27,-3,Middle Aged
2021,April,Female,65 to 69,1109,1217,-108,-8.9,Older Adults
2021,April,Female,70 to 74,1838,1967,-129,-6.6,Older Adults
2021,April,Female,75 to 79,2346,2652,-306,-11.6,Seniors
2021,April,Female,80 to 84,3094,3494,-400,-11.5,Seniors
2021,April,Female,85 to 89,3882,4563,-681,-14.9,Elderly
2021,April,Female,90 and over,5478,6564,-1086,-16.5,Elderly
2021,May,Both Sexes,All ages,37866,40012,-2146,-5.4,All Ages
2021,May,Both Sexes,0 to 29,587,556,31,5.5,Infants & Toddlers
2021,May,Both Sexes,30 to 44,916,849,67,7.8,Young Adults
2021,May,Both Sexes,45 to 49,639,595,44,7.5,Middle Aged
2021,May,Both Sexes,50 to 54,1017,964,53,5.5,Middle Aged
2021,May,Both Sexes,55 to 59,1475,1448,27,1.9,Middle Aged
2021,May,Both Sexes,60 to 64,1869,1988,-119,-6,Middle Aged
2021,May,Both Sexes,65 to 69,2486,2650,-164,-6.2,Older Adults
2021,May,Both Sexes,70 to 74,3833,4002,-169,-4.2,Older Adults
2021,May,Both Sexes,75 to 79,4805,5116,-311,-6.1,Seniors
2021,May,Both Sexes,80 to 84,6014,6243,-229,-3.7,Seniors
2021,May,Both Sexes,85 to 89,6447,7208,-761,-10.6,Elderly
2021,May,Both Sexes,90 and over,7778,8393,-615,-7.3,Elderly
2021,May,Male,All ages,19442,20121,-679,-3.4,All Ages
2021,May,Male,0 to 29,380,350,30,8.6,Infants & Toddlers
2021,May,Male,30 to 44,592,505,87,17.2,Young Adults
2021,May,Male,45 to 49,373,357,16,4.4,Middle Aged
2021,May,Male,50 to 54,634,578,56,9.7,Middle Aged
2021,May,Male,55 to 59,918,867,51,5.8,Middle Aged
2021,May,Male,60 to 64,1147,1192,-45,-3.8,Middle Aged
2021,May,Male,65 to 69,1479,1573,-94,-5.9,Older Adults
2021,May,Male,70 to 74,2238,2304,-66,-2.9,Older Adults
2021,May,Male,75 to 79,2708,2851,-143,-5,Seniors
2021,May,Male,80 to 84,3184,3240,-56,-1.7,Seniors
2021,May,Male,85 to 89,2983,3360,-377,-11.2,Elderly
2021,May,Male,90 and over,2806,2942,-136,-4.6,Elderly
2021,May,Female,All ages,18424,19891,-1467,-7.4,All Ages
2021,May,Female,0 to 29,207,206,1,0.3,Infants & Toddlers
2021,May,Female,30 to 44,324,344,-20,-5.8,Young Adults
2021,May,Female,45 to 49,266,237,29,12.1,Middle Aged
2021,May,Female,50 to 54,383,386,-3,-0.7,Middle Aged
2021,May,Female,55 to 59,557,580,-23,-4,Middle Aged
2021,May,Female,60 to 64,722,796,-74,-9.3,Middle Aged
2021,May,Female,65 to 69,1007,1078,-71,-6.6,Older Adults
2021,May,Female,70 to 74,1595,1697,-102,-6,Older Adults
2021,May,Female,75 to 79,2097,2265,-168,-7.4,Seniors
2021,May,Female,80 to 84,2830,3003,-173,-5.8,Seniors
2021,May,Female,85 to 89,3464,3848,-384,-10,Elderly
2021,May,Female,90 and over,4972,5450,-478,-8.8,Elderly
2021,June,Both Sexes,All ages,41289,42588,-1299,-3.1,All Ages
2021,June,Both Sexes,0 to 29,629,586,43,7.3,Infants & Toddlers
2021,June,Both Sexes,30 to 44,946,912,34,3.8,Young Adults
2021,June,Both Sexes,45 to 49,722,636,86,13.5,Middle Aged
2021,June,Both Sexes,50 to 54,1106,1034,72,6.9,Middle Aged
2021,June,Both Sexes,55 to 59,1546,1555,-9,-0.6,Middle Aged
2021,June,Both Sexes,60 to 64,2161,2137,24,1.1,Middle Aged
2021,June,Both Sexes,65 to 69,2679,2845,-166,-5.8,Older Adults
2021,June,Both Sexes,70 to 74,4352,4315,37,0.9,Older Adults
2021,June,Both Sexes,75 to 79,5373,5511,-138,-2.5,Seniors
2021,June,Both Sexes,80 to 84,6479,6676,-197,-2.9,Seniors
2021,June,Both Sexes,85 to 89,7138,7511,-373,-5,Elderly
2021,June,Both Sexes,90 and over,8158,8870,-712,-8,Elderly
2021,June,Male,All ages,21088,21453,-365,-1.7,All Ages
2021,June,Male,0 to 29,395,368,27,7.2,Infants & Toddlers
2021,June,Male,30 to 44,591,542,49,9,Young Adults
2021,June,Male,45 to 49,445,382,63,16.4,Middle Aged
2021,June,Male,50 to 54,661,621,40,6.5,Middle Aged
2021,June,Male,55 to 59,956,931,25,2.6,Middle Aged
2021,June,Male,60 to 64,1323,1281,42,3.2,Middle Aged
2021,June,Male,65 to 69,1616,1688,-72,-4.3,Older Adults
2021,June,Male,70 to 74,2487,2484,3,0.1,Older Adults
2021,June,Male,75 to 79,2994,3072,-78,-2.5,Seniors
2021,June,Male,80 to 84,3430,3466,-36,-1,Seniors
2021,June,Male,85 to 89,3362,3504,-142,-4.1,Elderly
2021,June,Male,90 and over,2828,3112,-284,-9.1,Elderly
2021,June,Female,All ages,20201,21136,-935,-4.4,All Ages
2021,June,Female,0 to 29,234,218,16,7.5,Infants & Toddlers
2021,June,Female,30 to 44,355,369,-14,-3.9,Young Adults
2021,June,Female,45 to 49,277,254,23,9.1,Middle Aged
2021,June,Female,50 to 54,445,414,31,7.5,Middle Aged
2021,June,Female,55 to 59,590,623,-33,-5.3,Middle Aged
2021,June,Female,60 to 64,838,855,-17,-2,Middle Aged
2021,June,Female,65 to 69,1063,1157,-94,-8.1,Older Adults
2021,June,Female,70 to 74,1865,1831,34,1.9,Older Adults
2021,June,Female,75 to 79,2379,2440,-61,-2.5,Seniors
2021,June,Female,80 to 84,3049,3210,-161,-5,Seniors
2021,June,Female,85 to 89,3776,4007,-231,-5.8,Elderly
2021,June,Female,90 and over,5330,5758,-428,-7.4,Elderly
2021,July,Both Sexes,All ages,43380,40366,3014,7.5,All Ages
2021,July,Both Sexes,0 to 29,610,573,37,6.4,Infants & Toddlers
2021,July,Both Sexes,30 to 44,1066,880,186,21.2,Young Adults
2021,July,Both Sexes,45 to 49,715,613,102,16.7,Middle Aged
2021,July,Both Sexes,50 to 54,1204,997,207,20.8,Middle Aged
2021,July,Both Sexes,55 to 59,1585,1500,85,5.7,Middle Aged
2021,July,Both Sexes,60 to 64,2227,2061,166,8,Middle Aged
2021,July,Both Sexes,65 to 69,2857,2743,114,4.2,Older Adults
2021,July,Both Sexes,70 to 74,4473,4142,331,8,Older Adults
2021,July,Both Sexes,75 to 79,5636,5219,417,8,Seniors
2021,July,Both Sexes,80 to 84,6833,6313,520,8.2,Seniors
2021,July,Both Sexes,85 to 89,7398,7066,332,4.7,Elderly
2021,July,Both Sexes,90 and over,8776,8259,517,6.3,Elderly
2021,July,Male,All ages,22086,20380,1706,8.4,All Ages
2021,July,Male,0 to 29,397,360,37,10.2,Infants & Toddlers
2021,July,Male,30 to 44,666,523,143,27.2,Young Adults
2021,July,Male,45 to 49,466,368,98,26.5,Middle Aged
2021,July,Male,50 to 54,748,598,150,25,Middle Aged
2021,July,Male,55 to 59,942,899,43,4.8,Middle Aged
2021,July,Male,60 to 64,1283,1237,46,3.7,Middle Aged
2021,July,Male,65 to 69,1706,1628,78,4.8,Older Adults
2021,July,Male,70 to 74,2580,2384,196,8.2,Older Adults
2021,July,Male,75 to 79,3137,2908,229,7.9,Seniors
2021,July,Male,80 to 84,3605,3279,326,9.9,Seniors
2021,July,Male,85 to 89,3493,3297,196,6,Elderly
2021,July,Male,90 and over,3063,2899,164,5.7,Elderly
2021,July,Female,All ages,21294,19986,1308,6.5,All Ages
2021,July,Female,0 to 29,213,213,0,0.1,Infants & Toddlers
2021,July,Female,30 to 44,400,356,44,12.2,Young Adults
2021,July,Female,45 to 49,249,244,5,1.9,Middle Aged
2021,July,Female,50 to 54,456,399,57,14.4,Middle Aged
2021,July,Female,55 to 59,643,601,42,7,Middle Aged
2021,July,Female,60 to 64,944,825,119,14.5,Middle Aged
2021,July,Female,65 to 69,1151,1114,37,3.3,Older Adults
2021,July,Female,70 to 74,1893,1758,135,7.7,Older Adults
2021,July,Female,75 to 79,2499,2312,187,8.1,Seniors
2021,July,Female,80 to 84,3228,3034,194,6.4,Seniors
2021,July,Female,85 to 89,3905,3769,136,3.6,Elderly
2021,July,Female,90 and over,5713,5361,352,6.6,Elderly
2021,August,Both Sexes,All ages,43141,39011,4130,10.6,All Ages
2021,August,Both Sexes,0 to 29,550,541,9,1.6,Infants & Toddlers
2021,August,Both Sexes,30 to 44,1031,847,184,21.7,Young Adults
2021,August,Both Sexes,45 to 49,714,587,127,21.5,Middle Aged
2021,August,Both Sexes,50 to 54,1090,959,131,13.7,Middle Aged
2021,August,Both Sexes,55 to 59,1667,1442,225,15.6,Middle Aged
2021,August,Both Sexes,60 to 64,2188,1985,203,10.2,Middle Aged
2021,August,Both Sexes,65 to 69,2854,2639,215,8.2,Older Adults
2021,August,Both Sexes,70 to 74,4547,3946,601,15.2,Older Adults
2021,August,Both Sexes,75 to 79,5678,5082,596,11.7,Seniors
2021,August,Both Sexes,80 to 84,6647,6083,564,9.3,Seniors
2021,August,Both Sexes,85 to 89,7407,6799,608,8.9,Elderly
2021,August,Both Sexes,90 and over,8768,8102,666,8.2,Elderly
2021,August,Male,All ages,21873,19674,2199,11.2,All Ages
2021,August,Male,0 to 29,357,340,17,5,Infants & Toddlers
2021,August,Male,30 to 44,663,504,159,31.6,Young Adults
2021,August,Male,45 to 49,451,353,98,27.7,Middle Aged
2021,August,Male,50 to 54,640,575,65,11.3,Middle Aged
2021,August,Male,55 to 59,994,864,130,15,Middle Aged
2021,August,Male,60 to 64,1329,1191,138,11.6,Middle Aged
2021,August,Male,65 to 69,1687,1567,120,7.7,Older Adults
2021,August,Male,70 to 74,2574,2271,303,13.4,Older Adults
2021,August,Male,75 to 79,3168,2831,337,11.9,Seniors
2021,August,Male,80 to 84,3438,3160,278,8.8,Seniors
2021,August,Male,85 to 89,3485,3173,312,9.8,Elderly
2021,August,Male,90 and over,3087,2846,241,8.5,Elderly
2021,August,Female,All ages,21268,19337,1931,10,All Ages
2021,August,Female,0 to 29,193,201,-8,-4,Infants & Toddlers
2021,August,Female,30 to 44,368,343,25,7.2,Young Adults
2021,August,Female,45 to 49,263,234,29,12.2,Middle Aged
2021,August,Female,50 to 54,450,383,67,17.4,Middle Aged
2021,August,Female,55 to 59,673,578,95,16.5,Middle Aged
2021,August,Female,60 to 64,859,794,65,8.2,Middle Aged
2021,August,Female,65 to 69,1167,1072,95,8.8,Older Adults
2021,August,Female,70 to 74,1973,1675,298,17.8,Older Adults
2021,August,Female,75 to 79,2510,2251,259,11.5,Seniors
2021,August,Female,80 to 84,3209,2923,286,9.8,Seniors
2021,August,Female,85 to 89,3922,3626,296,8.2,Elderly
2021,August,Female,90 and over,5681,5256,425,8.1,Elderly
2021,September,Both Sexes,All ages,47514,41868,5646,13.5,All Ages
2021,September,Both Sexes,0 to 29,599,575,24,4.3,Infants & Toddlers
2021,September,Both Sexes,30 to 44,1084,905,179,19.8,Young Adults
2021,September,Both Sexes,45 to 49,818,625,193,30.9,Middle Aged
2021,September,Both Sexes,50 to 54,1207,1020,187,18.3,Middle Aged
2021,September,Both Sexes,55 to 59,1843,1537,306,19.9,Middle Aged
2021,September,Both Sexes,60 to 64,2300,2118,182,8.6,Middle Aged
2021,September,Both Sexes,65 to 69,3203,2815,388,13.8,Older Adults
2021,September,Both Sexes,70 to 74,4986,4257,729,17.1,Older Adults
2021,September,Both Sexes,75 to 79,6186,5481,705,12.9,Seniors
2021,September,Both Sexes,80 to 84,7529,6509,1020,15.7,Seniors
2021,September,Both Sexes,85 to 89,8077,7375,702,9.5,Elderly
2021,September,Both Sexes,90 and over,9682,8651,1031,11.9,Elderly
2021,September,Male,All ages,24132,21121,3011,14.3,All Ages
2021,September,Male,0 to 29,386,361,25,6.9,Infants & Toddlers
2021,September,Male,30 to 44,679,538,141,26.2,Young Adults
2021,September,Male,45 to 49,507,376,131,35,Middle Aged
2021,September,Male,50 to 54,711,612,99,16.1,Middle Aged
2021,September,Male,55 to 59,1090,921,169,18.3,Middle Aged
2021,September,Male,60 to 64,1363,1271,92,7.3,Middle Aged
2021,September,Male,65 to 69,1914,1671,243,14.5,Older Adults
2021,September,Male,70 to 74,2854,2450,404,16.5,Older Adults
2021,September,Male,75 to 79,3413,3053,360,11.8,Seniors
2021,September,Male,80 to 84,3965,3382,583,17.2,Seniors
2021,September,Male,85 to 89,3846,3444,402,11.7,Elderly
2021,September,Male,90 and over,3404,3042,362,11.9,Elderly
2021,September,Female,All ages,23382,20746,2636,12.7,All Ages
2021,September,Female,0 to 29,213,213,0,-0.2,Infants & Toddlers
2021,September,Female,30 to 44,405,367,38,10.4,Young Adults
2021,September,Female,45 to 49,311,249,62,24.8,Middle Aged
2021,September,Female,50 to 54,496,408,88,21.5,Middle Aged
2021,September,Female,55 to 59,753,616,137,22.2,Middle Aged
2021,September,Female,60 to 64,937,847,90,10.6,Middle Aged
2021,September,Female,65 to 69,1289,1143,146,12.7,Older Adults
2021,September,Female,70 to 74,2132,1808,324,17.9,Older Adults
2021,September,Female,75 to 79,2773,2428,345,14.2,Seniors
2021,September,Female,80 to 84,3564,3126,438,14,Seniors
2021,September,Female,85 to 89,4231,3930,301,7.7,Elderly
2021,September,Female,90 and over,6278,5610,668,11.9,Elderly
2021,October,Both Sexes,All ages,46507,42157,4350,10.3,All Ages
