year,sex,age_group,cause,icd10_code,deaths,crude_rate,mean_age,yll_16_64,yll_u75,yll_rate,age_band
2023,Female,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,667,2.2,76,1,3,11.9,NA
2023,Female,All ages (excluding under 1),Diseases of the liver,K70 to K77,4101,13.3,63,28,56,202.2,NA
2023,Female,All ages (excluding under 1),Land transport accidents,V01 to V09,323,1,58,4,6,23,NA
2023,Female,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,1460,4.7,49,25,39,140.2,NA
2023,Female,All ages (excluding under 1),Intentional self-harm,X60 to X84,1372,4.4,49,25,37,134.2,NA
2023,Female,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",1568,5.1,48,29,43,154.8,NA
2023,Female,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",5387,17.4,84,4,10,35.4,NA
2022,Both Sexes,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",574749,963.5,79,1061,2335,4309.8,NA
2022,Both Sexes,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",184,0.3,67,1,2,3.8,NA
2022,Both Sexes,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",105,0.2,58,1,2,3.7,NA
2022,Both Sexes,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,7009,11.7,74,11,34,62.8,NA
2022,Both Sexes,All ages (excluding under 1),Malignant neoplasm of stomach,C16,3230,5.4,74,7,18,33,NA
2022,Both Sexes,All ages (excluding under 1),Malignant neoplasm of colon,C18,8744,14.7,77,15,39,71.3,NA
2022,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,7000,11.7,74,16,40,73,NA
2022,Both Sexes,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,5285,8.9,74,9,26,47.7,NA
2022,Both Sexes,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,9065,15.2,75,13,42,77.8,NA
2022,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,28570,47.9,75,32,117,215.6,NA
2022,Both Sexes,All ages (excluding under 1),Malignant melanoma of skin,C43,2219,3.7,74,6,13,24.5,NA
2022,Both Sexes,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,966,1.6,82,1,2,4,NA
2022,Both Sexes,All ages (excluding under 1),Malignant neoplasm of breast,C50,10021,16.8,73,33,72,132,NA
2022,Both Sexes,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,789,1.3,63,6,11,21.2,NA
2022,Both Sexes,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3386,5.7,73,8,21,38.1,NA
2022,Both Sexes,All ages (excluding under 1),Malignant neoplasm of prostate,C61,11012,18.5,82,3,16,29.8,NA
2022,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,3682,6.2,75,7,19,34.3,NA
2022,Both Sexes,All ages (excluding under 1),Malignant neoplasm of bladder,C67,5215,8.7,80,3,12,22.1,NA
2022,Both Sexes,All ages (excluding under 1),Malignant neoplasm of brain,C71,4026,6.7,66,23,45,83.2,NA
2022,Both Sexes,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,4356,7.3,76,6,17,31.8,NA
2022,Both Sexes,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,2851,4.8,78,2,9,15.9,NA
2022,Both Sexes,All ages (excluding under 1),Leukaemia,C91 to C95,4479,7.5,76,11,22,41.4,NA
2022,Both Sexes,All ages (excluding under 1),Diabetes mellitus,E10 to E14,8015,13.4,80,14,30,56,NA
2022,Both Sexes,All ages (excluding under 1),Dementia,"F01, F03",42493,71.2,88,1,7,13.6,NA
2022,Both Sexes,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",133,0.2,45,3,4,7.3,NA
2022,Both Sexes,All ages (excluding under 1),Motor neuron disease,G12.2,1924,3.2,72,3,11,20.1,NA
2022,Both Sexes,All ages (excluding under 1),Alzheimer disease,G30,23474,39.4,87,1,6,11.7,NA
2022,Both Sexes,All ages (excluding under 1),Multiple sclerosis,G35,1395,2.3,70,4,11,20,NA
2022,Both Sexes,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,59356,99.5,77,86,241,445.4,NA
2022,Both Sexes,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,29265,49.1,82,29,73,135.6,NA
2022,Both Sexes,All ages (excluding under 1),Influenza,J09 to J11,990,1.7,79,2,4,8,NA
2022,Both Sexes,All ages (excluding under 1),Pneumonia,J12 to J18,19264,32.3,85,14,35,64.6,NA
2022,Both Sexes,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,26760,44.9,78,17,70,129.2,NA
2022,Both Sexes,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,1236,2.1,78,4,7,13.5,NA
2022,Both Sexes,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,1649,2.8,76,4,9,16.2,NA
2022,Both Sexes,All ages (excluding under 1),Diseases of the liver,K70 to K77,10499,17.6,62,76,151,278.6,NA
2022,Both Sexes,All ages (excluding under 1),Land transport accidents,V01 to V09,1283,2.2,48,26,36,66.4,NA
2022,Both Sexes,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,4403,7.4,46,87,129,237.7,NA
2022,Both Sexes,All ages (excluding under 1),Intentional self-harm,X60 to X84,5032,8.4,48,96,141,259.5,NA
2022,Both Sexes,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",5654,9.5,47,109,159,294.3,NA
2022,Both Sexes,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",22445,37.6,82,24,58,107,NA
2022,Male,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",290680,996,77,658,1424,5310.9,NA
2022,Male,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",115,0.4,66,1,1,5.1,NA
2022,Male,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",55,0.2,53,1,1,4.8,NA
2022,Male,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,4913,16.8,73,8,27,99.2,NA
2022,Male,All ages (excluding under 1),Malignant neoplasm of stomach,C16,2090,7.2,74,5,12,44.6,NA
2022,Male,All ages (excluding under 1),Malignant neoplasm of colon,C18,4465,15.3,76,8,21,76.9,NA
2022,Male,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,4104,14.1,74,9,23,84.5,NA
2022,Male,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,3243,11.1,73,5,17,62.8,NA
2022,Male,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4548,15.6,74,7,23,86.4,NA
2022,Male,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,14855,50.9,75,17,62,232.9,NA
2022,Male,All ages (excluding under 1),Malignant melanoma of skin,C43,1315,4.5,74,3,8,28.7,NA
2022,Male,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,651,2.2,81,0,1,5.3,NA
2022,Male,All ages (excluding under 1),Malignant neoplasm of breast,C50,72,0.2,76,0,0,1.1,NA
2022,Male,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,NA,NA,NA,NA,NA,NA,NA
2022,Male,All ages (excluding under 1),Malignant neoplasm of ovary,C56,NA,NA,NA,NA,NA,NA,NA
2022,Male,All ages (excluding under 1),Malignant neoplasm of prostate,C61,11012,37.7,82,3,16,60.3,NA
2022,Male,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,2400,8.2,74,5,13,48.8,NA
2022,Male,All ages (excluding under 1),Malignant neoplasm of bladder,C67,3573,12.2,80,2,8,28.7,NA
2022,Male,All ages (excluding under 1),Malignant neoplasm of brain,C71,2383,8.2,65,14,27,102,NA
2022,Male,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,2453,8.4,75,4,11,41.3,NA
2022,Male,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1555,5.3,77,2,5,19.9,NA
2022,Male,All ages (excluding under 1),Leukaemia,C91 to C95,2681,9.2,75,6,13,50.2,NA
2022,Male,All ages (excluding under 1),Diabetes mellitus,E10 to E14,4201,14.4,78,9,19,72,NA
2022,Male,All ages (excluding under 1),Dementia,"F01, F03",15542,53.3,86,0,4,14.3,NA
2022,Male,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",100,0.3,46,2,3,11,NA
2022,Male,All ages (excluding under 1),Motor neuron disease,G12.2,999,3.4,72,2,6,22.5,NA
2022,Male,All ages (excluding under 1),Alzheimer disease,G30,7790,26.7,86,0,3,10.1,NA
2022,Male,All ages (excluding under 1),Multiple sclerosis,G35,497,1.7,67,2,5,17.2,NA
2022,Male,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,38730,132.7,75,69,189,704.8,NA
2022,Male,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,13042,44.7,79,17,42,156.6,NA
2022,Male,All ages (excluding under 1),Influenza,J09 to J11,448,1.5,77,1,2,8.5,NA
2022,Male,All ages (excluding under 1),Pneumonia,J12 to J18,9477,32.5,83,8,21,77,NA
2022,Male,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,13527,46.3,78,9,37,139.7,NA
2022,Male,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,405,1.4,73,2,4,13.2,NA
2022,Male,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,977,3.3,74,3,6,22,NA
2022,Male,All ages (excluding under 1),Diseases of the liver,K70 to K77,6356,21.8,61,47,94,349.9,NA
2022,Male,All ages (excluding under 1),Land transport accidents,V01 to V09,1003,3.4,46,22,30,111.2,NA
2022,Male,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,3035,10.4,45,62,91,340.6,NA
2022,Male,All ages (excluding under 1),Intentional self-harm,X60 to X84,3773,12.9,48,72,105,392.7,NA
2022,Male,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",4189,14.4,47,81,118,441.6,NA
2022,Male,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",12219,41.9,81,14,34,127,NA
2022,Female,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",284069,932.4,81,403,912,3329.5,NA
2022,Female,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",69,0.2,70,0,1,2.5,NA
2022,Female,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",50,0.2,64,0,1,2.7,NA
2022,Female,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,2096,6.9,77,2,7,27.2,NA
2022,Female,All ages (excluding under 1),Malignant neoplasm of stomach,C16,1140,3.7,75,2,6,21.6,NA
2022,Female,All ages (excluding under 1),Malignant neoplasm of colon,C18,4279,14,78,8,18,65.7,NA
2022,Female,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,2896,9.5,75,7,17,61.7,NA
2022,Female,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,2042,6.7,75,3,9,32.8,NA
2022,Female,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4517,14.8,76,6,19,69.3,NA
2022,Female,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,13715,45,75,14,54,198.6,NA
2022,Female,All ages (excluding under 1),Malignant melanoma of skin,C43,904,3,74,3,6,20.5,NA
2022,Female,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,315,1,83,0,1,2.8,NA
2022,Female,All ages (excluding under 1),Malignant neoplasm of breast,C50,9949,32.7,73,33,71,260.2,NA
2022,Female,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,789,2.6,63,6,11,42,NA
2022,Female,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3386,11.1,73,8,21,75.4,NA
2022,Female,All ages (excluding under 1),Malignant neoplasm of prostate,C61,NA,NA,NA,NA,NA,NA,NA
2022,Female,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,1282,4.2,76,2,6,20.2,NA
2022,Female,All ages (excluding under 1),Malignant neoplasm of bladder,C67,1642,5.4,80,1,4,15.6,NA
2022,Female,All ages (excluding under 1),Malignant neoplasm of brain,C71,1643,5.4,67,9,18,64.7,NA
2022,Female,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,1903,6.2,78,2,6,22.6,NA
2022,Female,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1296,4.3,79,1,3,11.9,NA
2022,Female,All ages (excluding under 1),Leukaemia,C91 to C95,1798,5.9,76,5,9,32.9,NA
2022,Female,All ages (excluding under 1),Diabetes mellitus,E10 to E14,3814,12.5,82,5,11,40.3,NA
2022,Female,All ages (excluding under 1),Dementia,"F01, F03",26951,88.5,89,0,4,13,NA
2022,Female,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",33,0.1,44,1,1,3.8,NA
2022,Female,All ages (excluding under 1),Motor neuron disease,G12.2,925,3,73,1,5,17.8,NA
2022,Female,All ages (excluding under 1),Alzheimer disease,G30,15684,51.5,88,0,4,13.2,NA
2022,Female,All ages (excluding under 1),Multiple sclerosis,G35,898,2.9,71,2,6,22.7,NA
2022,Female,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,20626,67.7,81,17,52,191.3,NA
2022,Female,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,16223,53.2,83,13,32,115.1,NA
2022,Female,All ages (excluding under 1),Influenza,J09 to J11,542,1.8,80,1,2,7.5,NA
2022,Female,All ages (excluding under 1),Pneumonia,J12 to J18,9787,32.1,86,6,14,52.5,NA
2022,Female,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,13233,43.4,79,8,33,119,NA
2022,Female,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,831,2.7,80,2,4,13.9,NA
2022,Female,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,672,2.2,78,1,3,10.5,NA
2022,Female,All ages (excluding under 1),Diseases of the liver,K70 to K77,4143,13.6,63,29,57,208.8,NA
2022,Female,All ages (excluding under 1),Land transport accidents,V01 to V09,280,0.9,56,4,6,22.6,NA
2022,Female,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,1368,4.5,48,25,37,137,NA
2022,Female,All ages (excluding under 1),Intentional self-harm,X60 to X84,1259,4.1,48,24,35,129.1,NA
2022,Female,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",1465,4.8,48,28,41,150.1,NA
2022,Female,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",10226,33.6,83,10,24,87.3,NA
2021,Both Sexes,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",583836,988.7,79,1112,2463,4574.6,NA
2021,Both Sexes,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",168,0.3,68,1,2,3.3,NA
2021,Both Sexes,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",83,0.1,60,1,1,2.7,NA
2021,Both Sexes,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,6876,11.6,74,10,34,62.8,NA
2021,Both Sexes,All ages (excluding under 1),Malignant neoplasm of stomach,C16,3331,5.6,74,7,18,33.7,NA
2021,Both Sexes,All ages (excluding under 1),Malignant neoplasm of colon,C18,8454,14.3,77,14,37,68,NA
2021,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,6855,11.6,74,16,39,71.9,NA
2021,Both Sexes,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,5387,9.1,74,9,27,50.4,NA
2021,Both Sexes,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,8846,15,75,13,41,76.5,NA
2021,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,28190,47.7,75,32,120,222.6,NA
2021,Both Sexes,All ages (excluding under 1),Malignant melanoma of skin,C43,2141,3.6,74,6,13,24.4,NA
2021,Both Sexes,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,903,1.5,81,1,2,4.5,NA
2021,Both Sexes,All ages (excluding under 1),Malignant neoplasm of breast,C50,9693,16.4,73,34,72,134.5,NA
2021,Both Sexes,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,755,1.3,62,7,11,21.2,NA
2021,Both Sexes,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3330,5.6,73,7,20,36.3,NA
2021,Both Sexes,All ages (excluding under 1),Malignant neoplasm of prostate,C61,10367,17.6,81,3,16,29.6,NA
2021,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,3580,6.1,74,7,19,34.9,NA
2021,Both Sexes,All ages (excluding under 1),Malignant neoplasm of bladder,C67,4950,8.4,80,4,12,21.5,NA
2021,Both Sexes,All ages (excluding under 1),Malignant neoplasm of brain,C71,3873,6.6,66,22,43,80,NA
2021,Both Sexes,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,4248,7.2,76,7,17,31.6,NA
2021,Both Sexes,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,2832,4.8,78,2,8,15.2,NA
2021,Both Sexes,All ages (excluding under 1),Leukaemia,C91 to C95,4139,7,75,11,22,41.5,NA
2021,Both Sexes,All ages (excluding under 1),Diabetes mellitus,E10 to E14,7352,12.4,80,13,28,51.6,NA
2021,Both Sexes,All ages (excluding under 1),Dementia,"F01, F03",39755,67.3,88,1,7,13,NA
2021,Both Sexes,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",119,0.2,43,3,4,7.1,NA
2021,Both Sexes,All ages (excluding under 1),Motor neuron disease,G12.2,1962,3.3,72,4,12,21.6,NA
2021,Both Sexes,All ages (excluding under 1),Alzheimer disease,G30,21495,36.4,87,1,6,10.6,NA
2021,Both Sexes,All ages (excluding under 1),Multiple sclerosis,G35,1241,2.1,69,4,10,18.7,NA
2021,Both Sexes,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,56959,96.5,77,86,238,442.4,NA
2021,Both Sexes,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,29022,49.1,82,30,74,137.9,NA
2021,Both Sexes,All ages (excluding under 1),Influenza,J09 to J11,34,0.1,65,0,1,1,NA
2021,Both Sexes,All ages (excluding under 1),Pneumonia,J12 to J18,16205,27.4,85,12,29,54.3,NA
2021,Both Sexes,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,23390,39.6,78,15,61,113.8,NA
2021,Both Sexes,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,1146,1.9,79,3,6,10.6,NA
2021,Both Sexes,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,1556,2.6,75,4,9,16.2,NA
2021,Both Sexes,All ages (excluding under 1),Diseases of the liver,K70 to K77,10186,17.2,61,76,150,277.8,NA
2021,Both Sexes,All ages (excluding under 1),Land transport accidents,V01 to V09,1291,2.2,50,25,35,64.2,NA
2021,Both Sexes,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,4366,7.4,45,88,130,241.4,NA
2021,Both Sexes,All ages (excluding under 1),Intentional self-harm,X60 to X84,4991,8.5,47,98,142,264.6,NA
2021,Both Sexes,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",5593,9.5,47,110,160,297.2,NA
2021,Both Sexes,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",67348,114,79,104,260,483.3,NA
2021,Male,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",296575,1026.5,76,697,1516,5689.4,NA
2021,Male,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",107,0.4,67,1,1,4.6,NA
2021,Male,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",39,0.1,53,1,1,3.5,NA
2021,Male,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,4838,16.7,73,8,26,97.6,NA
2021,Male,All ages (excluding under 1),Malignant neoplasm of stomach,C16,2124,7.4,74,4,12,43.2,NA
2021,Male,All ages (excluding under 1),Malignant neoplasm of colon,C18,4336,15,76,8,20,76.1,NA
2021,Male,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,3998,13.8,74,9,23,85.1,NA
2021,Male,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,3248,11.2,73,6,17,65.2,NA
2021,Male,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4449,15.4,73,7,23,86.9,NA
2021,Male,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,14801,51.2,74,18,65,243.9,NA
2021,Male,All ages (excluding under 1),Malignant melanoma of skin,C43,1250,4.3,74,3,7,27.9,NA
2021,Male,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,592,2,81,1,2,5.8,NA
2021,Male,All ages (excluding under 1),Malignant neoplasm of breast,C50,72,0.2,77,0,0,1,NA
2021,Male,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,NA,NA,NA,NA,NA,NA,NA
2021,Male,All ages (excluding under 1),Malignant neoplasm of ovary,C56,NA,NA,NA,NA,NA,NA,NA
2021,Male,All ages (excluding under 1),Malignant neoplasm of prostate,C61,10367,35.9,81,3,16,59.8,NA
2021,Male,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,2262,7.8,73,5,13,48.6,NA
2021,Male,All ages (excluding under 1),Malignant neoplasm of bladder,C67,3385,11.7,80,2,7,27.7,NA
2021,Male,All ages (excluding under 1),Malignant neoplasm of brain,C71,2286,7.9,65,13,26,98.6,NA
2021,Male,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,2390,8.3,76,4,10,39.3,NA
2021,Male,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1635,5.7,78,1,5,18.4,NA
2021,Male,All ages (excluding under 1),Leukaemia,C91 to C95,2386,8.3,74,7,14,51.5,NA
2021,Male,All ages (excluding under 1),Diabetes mellitus,E10 to E14,3754,13,77,8,17,65.7,NA
2021,Male,All ages (excluding under 1),Dementia,"F01, F03",13919,48.2,86,0,4,13.4,NA
2021,Male,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",96,0.3,43,2,3,11.6,NA
2021,Male,All ages (excluding under 1),Motor neuron disease,G12.2,1081,3.7,71,2,7,25.2,NA
2021,Male,All ages (excluding under 1),Alzheimer disease,G30,7081,24.5,86,0,2,9,NA
2021,Male,All ages (excluding under 1),Multiple sclerosis,G35,429,1.5,68,2,4,14.8,NA
2021,Male,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,37094,128.4,75,69,186,699.8,NA
2021,Male,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,12906,44.7,79,18,44,163.9,NA
2021,Male,All ages (excluding under 1),Influenza,J09 to J11,16,0.1,52,0,0,1.6,NA
2021,Male,All ages (excluding under 1),Pneumonia,J12 to J18,7931,27.5,83,7,18,68,NA
2021,Male,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,12015,41.6,78,8,33,124.5,NA
2021,Male,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,390,1.3,75,2,3,10.2,NA
2021,Male,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,899,3.1,73,2,6,22,NA
2021,Male,All ages (excluding under 1),Diseases of the liver,K70 to K77,6163,21.3,61,47,93,349.1,NA
2021,Male,All ages (excluding under 1),Land transport accidents,V01 to V09,979,3.4,48,20,28,104.4,NA
2021,Male,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,3082,10.7,44,64,95,355.1,NA
2021,Male,All ages (excluding under 1),Intentional self-harm,X60 to X84,3733,12.9,47,73,106,396.9,NA
2021,Male,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",4134,14.3,47,81,118,441.5,NA
2021,Male,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",36792,127.3,77,65,162,608.1,NA
2021,Female,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",287261,952.4,81,416,947,3482.8,NA
2021,Female,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",61,0.2,71,0,1,2,NA
2021,Female,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",44,0.1,67,0,1,1.9,NA
2021,Female,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,2038,6.8,77,2,8,28.8,NA
2021,Female,All ages (excluding under 1),Malignant neoplasm of stomach,C16,1207,4,75,3,7,24.5,NA
2021,Female,All ages (excluding under 1),Malignant neoplasm of colon,C18,4118,13.7,78,7,16,60.1,NA
2021,Female,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,2857,9.5,75,7,16,59,NA
2021,Female,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,2139,7.1,76,4,10,35.8,NA
2021,Female,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4397,14.6,76,5,18,66.2,NA
2021,Female,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,13389,44.4,75,15,55,201.8,NA
2021,Female,All ages (excluding under 1),Malignant melanoma of skin,C43,891,3,74,3,6,21,NA
2021,Female,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,311,1,83,0,1,3.2,NA
2021,Female,All ages (excluding under 1),Malignant neoplasm of breast,C50,9621,31.9,73,34,72,265.2,NA
2021,Female,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,755,2.5,62,7,11,42,NA
2021,Female,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3330,11,73,7,20,71.8,NA
2021,Female,All ages (excluding under 1),Malignant neoplasm of prostate,C61,NA,NA,NA,NA,NA,NA,NA
2021,Female,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,1318,4.4,76,2,6,21.5,NA
2021,Female,All ages (excluding under 1),Malignant neoplasm of bladder,C67,1565,5.2,80,1,4,15.3,NA
2021,Female,All ages (excluding under 1),Malignant neoplasm of brain,C71,1587,5.3,67,9,17,61.7,NA
2021,Female,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,1858,6.2,78,3,7,24,NA
2021,Female,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1197,4,79,1,3,12.1,NA
2021,Female,All ages (excluding under 1),Leukaemia,C91 to C95,1753,5.8,76,4,9,31.7,NA
2021,Female,All ages (excluding under 1),Diabetes mellitus,E10 to E14,3598,11.9,82,5,10,37.9,NA
2021,Female,All ages (excluding under 1),Dementia,"F01, F03",25836,85.7,89,0,3,12.6,NA
2021,Female,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",23,0.1,43,1,1,2.7,NA
2021,Female,All ages (excluding under 1),Motor neuron disease,G12.2,881,2.9,73,2,5,18.1,NA
2021,Female,All ages (excluding under 1),Alzheimer disease,G30,14414,47.8,88,0,3,12.1,NA
