year,sex,age_group,cause,icd10_code,deaths,crude_rate,mean_age,yll_16_64,yll_u75,yll_rate,age_band
2024,Both Sexes,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",566056,924.8,79,1053,2313,4174.7,NA
2024,Both Sexes,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",177,0.3,66,1,2,4,NA
2024,Both Sexes,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",135,0.2,61,1,2,4,NA
2024,Both Sexes,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,6929,11.3,74,10,32,57.9,NA
2024,Both Sexes,All ages (excluding under 1),Malignant neoplasm of stomach,C16,3072,5,74,7,17,31.1,NA
2024,Both Sexes,All ages (excluding under 1),Malignant neoplasm of colon,C18,8791,14.4,77,15,38,69.1,NA
2024,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,7279,11.9,74,17,42,75.4,NA
2024,Both Sexes,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,5894,9.6,75,9,27,49.1,NA
2024,Both Sexes,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,9192,15,75,13,42,75.3,NA
2024,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,27826,45.5,75,31,112,202.5,NA
2024,Both Sexes,All ages (excluding under 1),Malignant melanoma of skin,C43,2448,4,75,5,13,23.7,NA
2024,Both Sexes,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,1038,1.7,83,1,2,3.4,NA
2024,Both Sexes,All ages (excluding under 1),Malignant neoplasm of breast,C50,9913,16.2,73,32,71,128.8,NA
2024,Both Sexes,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,740,1.2,63,6,11,19.1,NA
2024,Both Sexes,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3225,5.3,73,7,19,33.7,NA
2024,Both Sexes,All ages (excluding under 1),Malignant neoplasm of prostate,C61,10636,17.4,82,3,16,28.2,NA
2024,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,3694,6,75,6,18,32.2,NA
2024,Both Sexes,All ages (excluding under 1),Malignant neoplasm of bladder,C67,5226,8.5,80,3,12,21.3,NA
2024,Both Sexes,All ages (excluding under 1),Malignant neoplasm of brain,C71,3985,6.5,66,23,45,80.8,NA
2024,Both Sexes,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,4421,7.2,77,6,16,29.4,NA
2024,Both Sexes,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,2821,4.6,79,2,8,13.6,NA
2024,Both Sexes,All ages (excluding under 1),Leukaemia,C91 to C95,4735,7.7,76,12,23,42.3,NA
2024,Both Sexes,All ages (excluding under 1),Diabetes mellitus,E10 to E14,7975,13,79,15,32,58.4,NA
2024,Both Sexes,All ages (excluding under 1),Dementia,"F01, F03",41974,68.6,88,1,7,13.3,NA
2024,Both Sexes,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",147,0.2,46,3,4,7.7,NA
2024,Both Sexes,All ages (excluding under 1),Motor neuron disease,G12.2,1958,3.2,72,4,12,20.8,NA
2024,Both Sexes,All ages (excluding under 1),Alzheimer disease,G30,26299,43,87,1,6,11.2,NA
2024,Both Sexes,All ages (excluding under 1),Multiple sclerosis,G35,1331,2.2,70,3,10,17.4,NA
2024,Both Sexes,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,54097,88.4,77,81,230,414.9,NA
2024,Both Sexes,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,29207,47.7,81,29,75,134.7,NA
2024,Both Sexes,All ages (excluding under 1),Influenza,J09 to J11,2059,3.4,79,4,8,14.7,NA
2024,Both Sexes,All ages (excluding under 1),Pneumonia,J12 to J18,21002,34.3,84,18,42,76.4,NA
2024,Both Sexes,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,27999,45.7,78,19,76,137.5,NA
2024,Both Sexes,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,1206,2,77,4,8,13.5,NA
2024,Both Sexes,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,1409,2.3,75,3,8,14.2,NA
2024,Both Sexes,All ages (excluding under 1),Diseases of the liver,K70 to K77,9922,16.2,63,68,137,246.7,NA
2024,Both Sexes,All ages (excluding under 1),Land transport accidents,V01 to V09,1447,2.4,51,27,38,68.7,NA
2024,Both Sexes,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,4935,8.1,47,93,140,252.5,NA
2024,Both Sexes,All ages (excluding under 1),Intentional self-harm,X60 to X84,5489,9,48,102,151,272.4,NA
2024,Both Sexes,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",6198,10.1,48,117,172,310.4,NA
2024,Both Sexes,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",6627,10.8,83,4,12,21.7,NA
2024,Male,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",288294,961.7,77,657,1415,5158.3,NA
2024,Male,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",117,0.4,65,1,2,5.5,NA
2024,Male,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",65,0.2,62,1,1,3.7,NA
2024,Male,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,4880,16.3,74,8,24,88,NA
2024,Male,All ages (excluding under 1),Malignant neoplasm of stomach,C16,1995,6.7,74,4,11,39.6,NA
2024,Male,All ages (excluding under 1),Malignant neoplasm of colon,C18,4490,15,76,8,21,75.1,NA
2024,Male,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,4251,14.2,74,10,25,89.5,NA
2024,Male,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,3556,11.9,74,6,17,62.4,NA
2024,Male,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4724,15.8,74,8,24,88.3,NA
2024,Male,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,14415,48.1,75,17,61,222,NA
2024,Male,All ages (excluding under 1),Malignant melanoma of skin,C43,1447,4.8,75,3,7,26.2,NA
2024,Male,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,691,2.3,82,0,1,4.5,NA
2024,Male,All ages (excluding under 1),Malignant neoplasm of breast,C50,69,0.2,76,0,0,1.1,NA
2024,Male,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,NA,NA,NA,NA,NA,NA,NA
2024,Male,All ages (excluding under 1),Malignant neoplasm of ovary,C56,NA,NA,NA,NA,NA,NA,NA
2024,Male,All ages (excluding under 1),Malignant neoplasm of prostate,C61,10636,35.5,82,3,16,56.9,NA
2024,Male,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,2367,7.9,74,4,13,45.7,NA
2024,Male,All ages (excluding under 1),Malignant neoplasm of bladder,C67,3602,12,80,2,8,28.1,NA
2024,Male,All ages (excluding under 1),Malignant neoplasm of brain,C71,2360,7.9,65,14,28,100.8,NA
2024,Male,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,2532,8.4,76,4,10,37.7,NA
2024,Male,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1621,5.4,78,1,5,17.5,NA
2024,Male,All ages (excluding under 1),Leukaemia,C91 to C95,2845,9.5,75,7,15,52.9,NA
2024,Male,All ages (excluding under 1),Diabetes mellitus,E10 to E14,4293,14.3,77,9,20,74.3,NA
2024,Male,All ages (excluding under 1),Dementia,"F01, F03",15948,53.2,86,0,4,14.3,NA
2024,Male,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",109,0.4,46,2,3,11.5,NA
2024,Male,All ages (excluding under 1),Motor neuron disease,G12.2,1103,3.7,72,2,6,23.3,NA
2024,Male,All ages (excluding under 1),Alzheimer disease,G30,8978,29.9,86,0,3,10,NA
2024,Male,All ages (excluding under 1),Multiple sclerosis,G35,453,1.5,69,1,3,12.5,NA
2024,Male,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,36122,120.5,75,64,180,654.8,NA
2024,Male,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,13256,44.2,79,16,42,154.4,NA
2024,Male,All ages (excluding under 1),Influenza,J09 to J11,947,3.2,78,2,4,13.9,NA
2024,Male,All ages (excluding under 1),Pneumonia,J12 to J18,10523,35.1,83,11,26,95.7,NA
2024,Male,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,14327,47.8,78,11,42,152.7,NA
2024,Male,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,388,1.3,73,2,3,12.2,NA
2024,Male,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,860,2.9,73,2,6,20.3,NA
2024,Male,All ages (excluding under 1),Diseases of the liver,K70 to K77,5996,20,62,42,84,305.3,NA
2024,Male,All ages (excluding under 1),Land transport accidents,V01 to V09,1118,3.7,48,22,31,114.4,NA
2024,Male,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,3419,11.4,46,67,100,364.7,NA
2024,Male,All ages (excluding under 1),Intentional self-harm,X60 to X84,4133,13.8,48,76,113,410.1,NA
2024,Male,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",4600,15.3,48,86,126,460.7,NA
2024,Male,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",3662,12.2,82,2,7,24.8,NA
2024,Female,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",277762,889.5,81,397,898,3209.7,NA
2024,Female,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",60,0.2,68,0,1,2.4,NA
2024,Female,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",70,0.2,60,1,1,4.3,NA
2024,Female,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,2049,6.6,76,2,8,28.5,NA
2024,Female,All ages (excluding under 1),Malignant neoplasm of stomach,C16,1077,3.4,74,3,6,22.7,NA
2024,Female,All ages (excluding under 1),Malignant neoplasm of colon,C18,4301,13.8,78,7,18,63.2,NA
2024,Female,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,3028,9.7,75,7,17,61.6,NA
2024,Female,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,2338,7.5,76,4,10,36,NA
2024,Female,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4468,14.3,76,5,18,62.6,NA
2024,Female,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,13411,42.9,76,14,51,183.5,NA
2024,Female,All ages (excluding under 1),Malignant melanoma of skin,C43,1001,3.2,74,3,6,21.2,NA
2024,Female,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,347,1.1,85,0,1,2.2,NA
2024,Female,All ages (excluding under 1),Malignant neoplasm of breast,C50,9844,31.5,73,32,71,254,NA
2024,Female,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,740,2.4,63,6,11,37.8,NA
2024,Female,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3225,10.3,73,7,19,66.8,NA
2024,Female,All ages (excluding under 1),Malignant neoplasm of prostate,C61,NA,NA,NA,NA,NA,NA,NA
2024,Female,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,1327,4.2,77,2,5,19,NA
2024,Female,All ages (excluding under 1),Malignant neoplasm of bladder,C67,1624,5.2,80,1,4,14.7,NA
2024,Female,All ages (excluding under 1),Malignant neoplasm of brain,C71,1625,5.2,67,9,17,61.2,NA
2024,Female,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,1889,6,78,2,6,21.3,NA
2024,Female,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1200,3.8,80,1,3,9.7,NA
2024,Female,All ages (excluding under 1),Leukaemia,C91 to C95,1890,6.1,77,5,9,31.9,NA
2024,Female,All ages (excluding under 1),Diabetes mellitus,E10 to E14,3682,11.8,82,6,12,42.7,NA
2024,Female,All ages (excluding under 1),Dementia,"F01, F03",26026,83.3,89,0,3,12.3,NA
2024,Female,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",38,0.1,46,1,1,3.9,NA
2024,Female,All ages (excluding under 1),Motor neuron disease,G12.2,855,2.7,72,2,5,18.4,NA
2024,Female,All ages (excluding under 1),Alzheimer disease,G30,17321,55.5,88,0,3,12.4,NA
2024,Female,All ages (excluding under 1),Multiple sclerosis,G35,878,2.8,71,2,6,22.2,NA
2024,Female,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,17975,57.6,81,16,50,179.5,NA
2024,Female,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,15951,51.1,83,13,32,115.4,NA
2024,Female,All ages (excluding under 1),Influenza,J09 to J11,1112,3.6,80,2,4,15.4,NA
2024,Female,All ages (excluding under 1),Pneumonia,J12 to J18,10479,33.6,86,7,16,57.5,NA
2024,Female,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,13672,43.8,79,8,34,122.5,NA
2024,Female,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,818,2.6,79,2,4,14.9,NA
2024,Female,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,549,1.8,78,1,2,8.2,NA
2024,Female,All ages (excluding under 1),Diseases of the liver,K70 to K77,3926,12.6,63,27,53,189.3,NA
2024,Female,All ages (excluding under 1),Land transport accidents,V01 to V09,329,1.1,59,5,7,24,NA
2024,Female,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,1516,4.9,49,26,40,142.4,NA
2024,Female,All ages (excluding under 1),Intentional self-harm,X60 to X84,1356,4.3,47,27,38,137.2,NA
2024,Female,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",1598,5.1,47,32,46,163,NA
2024,Female,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",2965,9.5,83,2,5,18.6,NA
2023,Both Sexes,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",578856,956.9,79,1080,2371,4322.5,NA
2023,Both Sexes,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",194,0.3,68,1,2,3.8,NA
2023,Both Sexes,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",169,0.3,58,2,3,5.9,NA
2023,Both Sexes,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,6783,11.2,74,10,33,60,NA
2023,Both Sexes,All ages (excluding under 1),Malignant neoplasm of stomach,C16,3185,5.3,74,7,17,31.7,NA
2023,Both Sexes,All ages (excluding under 1),Malignant neoplasm of colon,C18,8803,14.6,77,16,39,70.4,NA
2023,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,7168,11.8,74,16,39,71.9,NA
2023,Both Sexes,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,5633,9.3,74,9,27,48.9,NA
2023,Both Sexes,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,9171,15.2,75,13,42,76.2,NA
2023,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,27923,46.2,75,32,116,210.8,NA
2023,Both Sexes,All ages (excluding under 1),Malignant melanoma of skin,C43,2471,4.1,74,6,14,25,NA
2023,Both Sexes,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,1030,1.7,82,1,2,4.5,NA
2023,Both Sexes,All ages (excluding under 1),Malignant neoplasm of breast,C50,9995,16.5,73,34,73,133.5,NA
2023,Both Sexes,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,764,1.3,64,6,10,19.1,NA
2023,Both Sexes,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3330,5.5,73,7,19,35,NA
2023,Both Sexes,All ages (excluding under 1),Malignant neoplasm of prostate,C61,11080,18.3,82,3,16,30,NA
2023,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,3682,6.1,75,6,18,33.5,NA
2023,Both Sexes,All ages (excluding under 1),Malignant neoplasm of bladder,C67,5212,8.6,80,4,12,22.7,NA
2023,Both Sexes,All ages (excluding under 1),Malignant neoplasm of brain,C71,4005,6.6,66,23,46,83,NA
2023,Both Sexes,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,4574,7.6,76,7,19,34.1,NA
2023,Both Sexes,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,2783,4.6,78,2,8,14.2,NA
2023,Both Sexes,All ages (excluding under 1),Leukaemia,C91 to C95,4392,7.3,76,11,23,41.3,NA
2023,Both Sexes,All ages (excluding under 1),Diabetes mellitus,E10 to E14,8137,13.5,79,15,34,61.2,NA
2023,Both Sexes,All ages (excluding under 1),Dementia,"F01, F03",42354,70,88,1,7,13.4,NA
2023,Both Sexes,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",145,0.2,44,3,4,8.1,NA
2023,Both Sexes,All ages (excluding under 1),Motor neuron disease,G12.2,1924,3.2,72,4,11,20.2,NA
2023,Both Sexes,All ages (excluding under 1),Alzheimer disease,G30,24522,40.5,87,1,6,11.5,NA
2023,Both Sexes,All ages (excluding under 1),Multiple sclerosis,G35,1474,2.4,70,4,11,20.1,NA
2023,Both Sexes,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,57895,95.7,77,84,239,436.1,NA
2023,Both Sexes,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,29474,48.7,81,31,77,140.1,NA
2023,Both Sexes,All ages (excluding under 1),Influenza,J09 to J11,2179,3.6,80,4,8,13.9,NA
2023,Both Sexes,All ages (excluding under 1),Pneumonia,J12 to J18,22061,36.5,84,18,43,79.2,NA
2023,Both Sexes,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,28803,47.6,78,19,77,140.7,NA
2023,Both Sexes,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,1279,2.1,78,4,7,12.2,NA
2023,Both Sexes,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,1627,2.7,74,4,10,18.1,NA
2023,Both Sexes,All ages (excluding under 1),Diseases of the liver,K70 to K77,10725,17.7,62,75,151,275.2,NA
2023,Both Sexes,All ages (excluding under 1),Land transport accidents,V01 to V09,1332,2.2,50,26,36,65.1,NA
2023,Both Sexes,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,4927,8.1,47,93,140,254.9,NA
2023,Both Sexes,All ages (excluding under 1),Intentional self-harm,X60 to X84,5450,9,48,101,149,272.1,NA
2023,Both Sexes,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",6077,10,48,114,168,305.6,NA
2023,Both Sexes,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",11837,19.6,83,8,22,39.9,NA
2023,Male,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",293967,992.7,77,676,1455,5360.9,NA
2023,Male,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",134,0.5,68,1,1,5.4,NA
2023,Male,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",93,0.3,58,1,2,6.4,NA
2023,Male,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,4761,16.1,73,8,25,92.4,NA
2023,Male,All ages (excluding under 1),Malignant neoplasm of stomach,C16,2058,6.9,74,4,11,41.2,NA
2023,Male,All ages (excluding under 1),Malignant neoplasm of colon,C18,4496,15.2,76,8,22,79.2,NA
2023,Male,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,4120,13.9,74,8,23,83.2,NA
2023,Male,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,3425,11.6,73,6,18,64.7,NA
2023,Male,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4747,16,74,8,24,88.3,NA
2023,Male,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,14510,49,75,17,62,228.4,NA
2023,Male,All ages (excluding under 1),Malignant melanoma of skin,C43,1468,5,75,3,8,27.6,NA
2023,Male,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,698,2.4,81,1,2,6.1,NA
2023,Male,All ages (excluding under 1),Malignant neoplasm of breast,C50,82,0.3,78,0,0,1.1,NA
2023,Male,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,NA,NA,NA,NA,NA,NA,NA
2023,Male,All ages (excluding under 1),Malignant neoplasm of ovary,C56,NA,NA,NA,NA,NA,NA,NA
2023,Male,All ages (excluding under 1),Malignant neoplasm of prostate,C61,11080,37.4,82,3,16,60.6,NA
2023,Male,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,2418,8.2,74,5,13,48.4,NA
2023,Male,All ages (excluding under 1),Malignant neoplasm of bladder,C67,3631,12.3,80,2,8,28.9,NA
2023,Male,All ages (excluding under 1),Malignant neoplasm of brain,C71,2360,8,65,14,28,101.6,NA
2023,Male,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,2620,8.8,75,5,12,43.6,NA
2023,Male,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1577,5.3,78,1,5,17.2,NA
2023,Male,All ages (excluding under 1),Leukaemia,C91 to C95,2594,8.8,75,7,14,51.4,NA
2023,Male,All ages (excluding under 1),Diabetes mellitus,E10 to E14,4371,14.8,77,10,22,80.4,NA
2023,Male,All ages (excluding under 1),Dementia,"F01, F03",15794,53.3,86,0,4,13.8,NA
2023,Male,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",110,0.4,45,2,3,12.2,NA
2023,Male,All ages (excluding under 1),Motor neuron disease,G12.2,1056,3.6,71,2,7,24.1,NA
2023,Male,All ages (excluding under 1),Alzheimer disease,G30,8200,27.7,86,0,3,9.6,NA
2023,Male,All ages (excluding under 1),Multiple sclerosis,G35,531,1.8,68,2,5,17,NA
2023,Male,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,38376,129.6,75,67,187,687.3,NA
2023,Male,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,13288,44.9,79,18,44,162.9,NA
2023,Male,All ages (excluding under 1),Influenza,J09 to J11,983,3.3,79,2,4,14.3,NA
2023,Male,All ages (excluding under 1),Pneumonia,J12 to J18,10893,36.8,83,11,26,97.1,NA
2023,Male,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,14684,49.6,78,11,42,156.5,NA
2023,Male,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,414,1.4,75,2,3,11.2,NA
2023,Male,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,960,3.2,72,3,7,24.5,NA
2023,Male,All ages (excluding under 1),Diseases of the liver,K70 to K77,6624,22.4,62,47,95,349.7,NA
2023,Male,All ages (excluding under 1),Land transport accidents,V01 to V09,1009,3.4,47,21,29,108,NA
2023,Male,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,3467,11.7,46,67,101,371.9,NA
2023,Male,All ages (excluding under 1),Intentional self-harm,X60 to X84,4078,13.8,48,76,112,412.9,NA
2023,Male,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",4509,15.2,48,85,125,459.4,NA
2023,Male,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",6450,21.8,82,4,12,44.5,NA
2023,Female,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",284889,922.5,81,404,916,3305,NA
2023,Female,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",60,0.2,69,0,1,2.2,NA
2023,Female,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",76,0.2,57,1,1,5.4,NA
2023,Female,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,2022,6.5,77,2,8,28.2,NA
2023,Female,All ages (excluding under 1),Malignant neoplasm of stomach,C16,1127,3.6,75,3,6,22.5,NA
2023,Female,All ages (excluding under 1),Malignant neoplasm of colon,C18,4307,13.9,78,7,17,61.8,NA
2023,Female,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,3048,9.9,75,7,17,60.9,NA
2023,Female,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,2208,7.1,76,3,9,33.5,NA
2023,Female,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4424,14.3,76,6,18,64.2,NA
2023,Female,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,13413,43.4,75,14,54,193.5,NA
2023,Female,All ages (excluding under 1),Malignant melanoma of skin,C43,1003,3.2,74,3,6,22.4,NA
2023,Female,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,332,1.1,84,0,1,3,NA
2023,Female,All ages (excluding under 1),Malignant neoplasm of breast,C50,9913,32.1,73,33,73,263.2,NA
2023,Female,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,764,2.5,64,6,10,37.7,NA
2023,Female,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3330,10.8,73,7,19,69.4,NA
2023,Female,All ages (excluding under 1),Malignant neoplasm of prostate,C61,NA,NA,NA,NA,NA,NA,NA
2023,Female,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,1264,4.1,76,2,5,18.9,NA
2023,Female,All ages (excluding under 1),Malignant neoplasm of bladder,C67,1581,5.1,79,2,5,16.6,NA
2023,Female,All ages (excluding under 1),Malignant neoplasm of brain,C71,1645,5.3,67,9,18,64.9,NA
2023,Female,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,1954,6.3,78,3,7,24.9,NA
2023,Female,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1206,3.9,79,1,3,11.3,NA
2023,Female,All ages (excluding under 1),Leukaemia,C91 to C95,1798,5.8,77,4,9,31.4,NA
2023,Female,All ages (excluding under 1),Diabetes mellitus,E10 to E14,3766,12.2,82,5,12,42.5,NA
2023,Female,All ages (excluding under 1),Dementia,"F01, F03",26560,86,89,0,4,12.9,NA
2023,Female,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",35,0.1,43,1,1,4,NA
2023,Female,All ages (excluding under 1),Motor neuron disease,G12.2,868,2.8,73,1,5,16.4,NA
2023,Female,All ages (excluding under 1),Alzheimer disease,G30,16322,52.9,88,0,4,13.4,NA
2023,Female,All ages (excluding under 1),Multiple sclerosis,G35,943,3.1,71,2,6,23.2,NA
2023,Female,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,19519,63.2,81,17,53,190,NA
2023,Female,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,16186,52.4,83,13,33,117.7,NA
2023,Female,All ages (excluding under 1),Influenza,J09 to J11,1196,3.9,82,2,4,13.5,NA
2023,Female,All ages (excluding under 1),Pneumonia,J12 to J18,11168,36.2,86,7,17,61.6,NA
2023,Female,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,14119,45.7,79,8,35,125.2,NA
2023,Female,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,865,2.8,80,2,4,13.1,NA
